Loan Amount,Loan Term,Employment Length,Home Ownership,Annual Income,Loan Purpose,Address State,Debt To Income Ratio,No. Delinquencies In Last 2 Years,Earliest Credit Line Opened,FICO Credit Score,No. Inquiries In Last 6 Months,Months Since Last Delinquency,No. Of Credit Lines,No. Adverse Public Records,Total Credit Balance,Use Of Credit Line,Total Number Of Credit Lines,Loan Application Description,No. Of Public Record Bankruptcies,Class
2500,36 Months,10,MORTGAGE,72000,Major Purchase,SC,7.05,None,34532.35139,820,0,0,4,None,0,0,17,0,None,Creditworthy
2500,36 Months,7,MORTGAGE,33360,Major Purchase,MN,14.75,None,35762.33542,765,0,0,10,None,0,0,15,230,None,Creditworthy
2500,36 Months,0,OWN,22200,Renewable Energy,CA,22.11,None,34442.41181,715,0,0,4,None,2835,91.5,14,90,None,Creditworthy
5300,36 Months,4,OWN,36000,Credit Card,CA,12.17,None,36842.38472,760,0,0,19,None,5452,13.1,34,400,None,Creditworthy
25000,60 Months,9,MORTGAGE,74000,Other,CA,1.85,None,30000,810,0,0,5,None,2957,10.8,22,0,None,Creditworthy
5000,36 Months,3,RENT,35000,Small Business,CA,4.25,None,37022.45764,670,3,27,2,None,258,86,10,1000,None,Creditworthy
9000,60 Months,5,RENT,47500,Debt Consolidation,IL,3.23,None,35282.5125,725,1,0,3,None,4103,73.3,8,1000,None,Creditworthy
1500,36 Months,1,MORTGAGE,50004,Other,MI,2.14,One,31082.37569,700,0,23,3,None,0,0,13,0,None,Creditworthy
20000,36 Months,10,MORTGAGE,122000,Home Improvement,MN,14.28,None,35312.53889,740,6,0,10,None,16976,33.5,35,1000,None,Creditworthy
8000,60 Months,3,MORTGAGE,55000,Debt Consolidation,FL,12.56,None,38732.52292,690,2,0,7,None,4280,28.2,8,166,None,Creditworthy
9000,36 Months,2,RENT,47700,Debt Consolidation,NY,9.79,None,37532.06875,745,3,0,7,None,8374,24.5,12,447,None,Creditworthy
20000,36 Months,4,RENT,88000,Debt Consolidation,IL,5.69,None,35462.53611,750,1,0,7,None,11539,58.3,16,339,None,Creditworthy
19200,36 Months,10,RENT,69996,Other,IL,2.3,None,34023.28194,765,0,78,7,None,4980,26.3,23,608,None,Creditworthy
3000,36 Months,0.5,RENT,37000,Credit Card,CA,13.62,None,30000,785,0,0,8,None,4030,28.2,17,296,None,Creditworthy
9600,36 Months,7,RENT,53000,Wedding,VA,4.46,None,36512.21736,700,0,47,5,None,7249,44.9,10,537,None,Creditworthy
9000,36 Months,9,MORTGAGE,57204,Debt Consolidation,PA,9.48,Two,30934.22778,660,1,8,12,None,13284,50.5,41,430,None,Creditworthy
5500,36 Months,5,MORTGAGE,28800,Debt Consolidation,NY,7,None,37502.28056,685,0,46,8,None,4591,51.6,9,360,None,Creditworthy
2500,36 Months,0.5,RENT,87000,Debt Consolidation,VA,12.5,Two,35402.25694,740,0,13,10,None,11436,58.1,45,585,None,Creditworthy
1000,36 Months,3,RENT,25200,Medical,CA,14.71,One,38162.44444,700,0,16,7,None,1722,16.4,13,117,None,Creditworthy
11500,36 Months,4,RENT,125000,Debt Consolidation,CA,5.16,None,35582.18125,720,1,0,19,None,21134,32.2,90,190,None,Creditworthy
15000,36 Months,5,RENT,60000,Major Purchase,NY,1.3,None,37503.37917,790,0,0,11,None,351,0.8,13,1000,None,Creditworthy
13200,60 Months,10,MORTGAGE,62400,Debt Consolidation,MI,16.61,None,35883.36181,705,0,0,25,None,15371,23.2,63,151,None,Creditworthy
8000,36 Months,4,MORTGAGE,91500,Other,CA,9.32,Three,30000,680,0,12,12,None,21003,65.7,35,131,None,Creditworthy
11200,60 Months,8,RENT,38400,Other,TX,24.41,None,35763.39653,680,3,0,8,None,2165,94.1,11,515,None,Uncreditworthy
17500,60 Months,0.5,RENT,60000,Small Business,CA,23.92,None,33483.45764,720,0,0,10,None,8023,43.1,20,1000,None,Uncreditworthy
25000,36 Months,5,MORTGAGE,97000,Debt Consolidation,CA,11.72,Three,31653.47569,680,0,3,15,None,32169,60.9,24,1000,None,Creditworthy
25000,60 Months,2,MORTGAGE,40000,Home Improvement,FL,4.95,None,32823.44097,780,3,0,9,None,3367,6.1,33,233,None,Uncreditworthy
16000,60 Months,10,MORTGAGE,98268,Debt Consolidation,NY,12.32,None,33364.31458,750,1,0,12,None,24188,35,41,181,None,Uncreditworthy
18000,60 Months,2,MORTGAGE,56004,Debt Consolidation,IL,14.93,None,33817.36458,725,2,0,11,None,29524,70.7,35,0,None,Uncreditworthy
18000,36 Months,10,MORTGAGE,45000,Debt Consolidation,WI,7.52,None,35433.17986,765,2,0,17,None,13627,11.1,40,0,None,Creditworthy
9600,60 Months,2,RENT,59451,Debt Consolidation,VA,15.2,None,38583.27639,680,0,0,7,None,8522,52.9,8,223,None,Creditworthy
20000,60 Months,1,RENT,86004,Debt Consolidation,CA,17.54,None,36904.15,710,1,0,12,None,18641,67.8,18,152,None,Uncreditworthy
4000,36 Months,5,MORTGAGE,102000,Vacation,CA,1.46,None,38853.43472,750,0,0,5,None,1686,10,14,0,None,Creditworthy
16000,36 Months,6,MORTGAGE,101000,Debt Consolidation,FL,6.42,None,31414.14514,750,2,0,10,None,17439,44.8,15,0,None,Creditworthy
5000,36 Months,0.5,RENT,98004,Other,AZ,11.63,None,32284.42917,665,2,57,9,None,5105,64.6,10,1000,None,Creditworthy
1000,36 Months,10,MORTGAGE,70885,Vacation,CA,1.76,None,34804.40069,775,0,0,7,None,5950,15.8,27,183,None,Creditworthy
8800,36 Months,0,MORTGAGE,125000,Credit Card,AZ,5.84,None,30000,725,1,0,10,One,32907,53.9,27,682,One,Creditworthy
8000,36 Months,5,RENT,49992,Small Business,TX,0.94,None,38374.45347,665,2,0,4,None,798,27.5,10,1000,None,Creditworthy
10000,60 Months,2,RENT,33600,Major Purchase,CA,4.46,None,36273.05903,705,2,0,5,None,3932,77.1,5,275,None,Uncreditworthy
5325,36 Months,2,MORTGAGE,119000,Home Improvement,CA,8.43,Two,37275.4,715,0,18,7,None,5433,69.7,22,799,None,Creditworthy
10000,60 Months,3,RENT,45000,Debt Consolidation,CA,5.97,None,36214.22083,765,0,0,3,None,530,16.1,17,0,None,Uncreditworthy
10000,60 Months,5,MORTGAGE,75000,Major Purchase,IL,7.97,None,33424.31389,750,3,0,10,None,11471,16.6,39,443,None,Creditworthy
3000,36 Months,1,RENT,50000,Major Purchase,CA,8.16,None,38464.43403,745,0,0,4,None,290,3.8,5,707,None,Creditworthy
3200,60 Months,4,MORTGAGE,30000,Other,CA,12.16,None,36544.41597,705,1,0,4,None,1974,98.7,19,0,None,Uncreditworthy
20000,36 Months,10,RENT,62400,Debt Consolidation,CA,20.77,None,33835.04167,720,0,0,7,None,27750,40.3,18,752,None,Creditworthy
4200,60 Months,1,RENT,39999,Medical,FL,11.55,None,37595.21319,660,1,42,3,None,1910,95.5,8,123,None,Uncreditworthy
6300,36 Months,3,RENT,61000,Credit Card,FL,9.54,Two,36845.23611,680,0,6,15,None,3196,26.1,36,0,None,Creditworthy
14400,60 Months,7,MORTGAGE,60000,Home Improvement,NJ,22.48,None,37565.23889,660,2,45,9,None,13057,81.1,14,1000,None,Creditworthy
10000,60 Months,4,MORTGAGE,62000,Debt Consolidation,SC,20.46,None,33283.48194,665,1,0,10,None,6539,45.1,23,54,None,Uncreditworthy
6000,36 Months,3,RENT,63000,Wedding,CO,4.38,None,38765.26875,705,1,0,5,None,8122,34.1,6,776,None,Creditworthy
3250,36 Months,4,MORTGAGE,63996,Other,CA,20.95,None,35976.08194,720,0,0,17,None,16701,58.8,44,0,None,Creditworthy
7500,36 Months,1,MORTGAGE,59436,Debt Consolidation,NM,4.08,None,34145.25208,770,0,0,7,None,8101,15,22,131,None,Creditworthy
10000,36 Months,6,MORTGAGE,125000,Other,TX,21.89,None,30000,725,0,0,9,None,50000,81.2,17,1000,None,Uncreditworthy
4750,36 Months,8,MORTGAGE,56000,Debt Consolidation,WA,8.46,None,35555.45972,755,0,0,5,None,13923,77.3,12,0,None,Creditworthy
25000,36 Months,3,MORTGAGE,100000,Other,PA,8.7,None,34292.27153,750,1,0,15,None,22638,23.1,33,0,None,Creditworthy
10000,36 Months,4,RENT,92652,Other,NJ,12.21,None,37535.26806,695,1,0,6,None,3607,34.4,23,1000,None,Creditworthy
22000,60 Months,10,MORTGAGE,76000,Debt Consolidation,FL,11.05,None,34356.13333,670,0,38,11,None,5955,49.6,33,248,None,Uncreditworthy
7000,36 Months,1,RENT,33000,Other,TX,11.71,Two,37656.22222,685,0,19,12,None,2613,54.4,29,188,None,Creditworthy
25000,36 Months,10,MORTGAGE,93200,Debt Consolidation,MD,24.23,None,34956.25208,695,1,0,15,None,18573,51.9,26,659,None,Creditworthy
15000,60 Months,5,MORTGAGE,98000,Major Purchase,CA,15.02,One,34356.27083,685,0,20,12,None,50000,40.8,23,194,None,Creditworthy
12000,60 Months,10,MORTGAGE,75996,Major Purchase,TX,16.49,None,34749.24583,695,1,25,27,None,6078,14.9,81,284,None,Creditworthy
5000,36 Months,2,RENT,40000,Credit Card,CA,14.37,None,38923.52292,715,1,0,4,None,4178,30.9,5,228,None,Creditworthy
3350,36 Months,3,RENT,47756,Other,FL,17.19,None,34225.23681,675,0,45,5,None,13596,76.4,24,0,None,Creditworthy
23000,60 Months,6,RENT,65000,Debt Consolidation,CA,16.3,None,32793.08681,685,0,0,8,One,23516,90.7,13,613,One,Uncreditworthy
6000,36 Months,5,RENT,171000,Debt Consolidation,CA,8.27,None,35916.47778,665,1,0,7,One,8317,97.8,30,0,One,Uncreditworthy
10000,60 Months,2,RENT,72000,Debt Consolidation,NJ,19.1,None,34385.31806,745,2,0,11,None,6386,45.3,29,0,None,Uncreditworthy
6000,60 Months,10,RENT,80000,Major Purchase,NJ,15.97,None,32526.5375,680,2,27,14,None,20049,82.5,23,49,None,Creditworthy
3800,36 Months,10,MORTGAGE,146000,Credit Card,CT,4.21,None,34026.05903,785,2,0,9,None,3876,7.9,31,0,None,Creditworthy
6000,60 Months,0.5,MORTGAGE,65000,Debt Consolidation,GA,3.9,None,36006.22083,740,0,68,7,None,4597,18.9,33,0,None,Uncreditworthy
2000,36 Months,0,RENT,20000,Debt Consolidation,MI,3.48,None,35376.29306,675,1,0,3,One,1471,98.1,15,605,One,Creditworthy
7800,36 Months,0.5,MORTGAGE,48000,Debt Consolidation,CA,14.32,None,36246.35972,735,0,0,11,None,23499,46.3,29,127,None,Creditworthy
10000,36 Months,10,MORTGAGE,88000,Debt Consolidation,CA,9.37,None,30787.33542,745,1,0,15,None,4778,12.5,28,92,None,Creditworthy
10000,36 Months,4,MORTGAGE,50000,Home Improvement,CA,17.48,One,33127.51528,700,2,19,8,None,2517,8.7,18,672,None,Creditworthy
25000,36 Months,3,RENT,78000,Debt Consolidation,FL,5.58,None,36247.49792,685,1,58,7,None,4132,81.4,29,0,None,Creditworthy
7000,36 Months,6,RENT,31000,Debt Consolidation,NY,8.32,None,38107.22639,730,1,0,6,None,8032,41.6,9,114,None,Creditworthy
6000,36 Months,3,MORTGAGE,49800,Debt Consolidation,AL,9.61,None,30000,810,2,0,7,None,2834,4.8,27,0,None,Creditworthy
6000,36 Months,5,MORTGAGE,92000,Major Purchase,CA,5.32,None,33518.36736,800,0,0,12,None,3474,5.4,41,89,None,Creditworthy
7750,36 Months,2,MORTGAGE,57500,Debt Consolidation,CA,6.78,None,35438.16597,770,0,0,11,None,10209,21.1,25,0,None,Creditworthy
1700,36 Months,10,OWN,34800,Other,NY,21.31,None,30000,715,1,0,8,None,27528,86,11,167,None,Creditworthy
2000,36 Months,0.5,RENT,15000,Major Purchase,NV,12.48,None,36189.50417,715,2,0,9,None,6100,14.8,9,0,None,Creditworthy
14400,36 Months,4,MORTGAGE,117000,Home Improvement,PA,7.26,None,34419.32569,760,3,0,12,None,17821,42.5,47,57,None,Creditworthy
5500,60 Months,3,RENT,50000,Wedding,CA,7.44,One,38259.50486,660,0,18,3,None,2459,38.4,5,0,None,Creditworthy
5000,36 Months,4,RENT,60000,Other,NJ,19.54,None,37239.5,680,0,0,8,None,9873,93.6,14,178,None,Creditworthy
15000,36 Months,2,MORTGAGE,75744,Debt Consolidation,IL,16.87,None,32686.325,735,2,0,17,None,14339,38.6,26,0,None,Creditworthy
1600,36 Months,0.5,RENT,35000,Moving,GA,19.82,None,36129.14931,715,2,0,8,None,2449,12.5,13,132,None,Uncreditworthy
16750,36 Months,8,MORTGAGE,60996,Debt Consolidation,NJ,13.36,None,35589.22153,745,3,0,12,None,33498,60.3,41,322,None,Uncreditworthy
2500,36 Months,9,RENT,54000,Other,CA,14.96,None,36763.24931,695,0,0,3,None,4476,99.5,14,0,None,Creditworthy
8000,60 Months,8,MORTGAGE,115000,Major Purchase,IL,6.03,None,37059.33333,705,1,52,7,None,0,0,35,0,None,Creditworthy
8000,60 Months,4,RENT,33600,Major Purchase,CA,9.25,None,38229.33958,695,0,0,9,None,5964,56.3,10,99,None,Uncreditworthy
15000,36 Months,10,RENT,70000,Credit Card,CA,17.9,None,36849.34028,755,0,0,5,None,22879,59,23,0,None,Creditworthy
12000,36 Months,8,MORTGAGE,67992,Other,CA,8.86,Three,33729.48264,710,2,19,9,None,1112,8.6,34,235,None,Creditworthy
3000,36 Months,4,MORTGAGE,21000,Home Improvement,PA,18.11,None,39160.13264,710,3,0,6,None,1041,13.5,7,0,None,Creditworthy
18000,60 Months,9,MORTGAGE,90000,Debt Consolidation,GA,11.55,None,33250.31806,710,1,0,10,One,6937,19.4,23,297,One,Uncreditworthy
2000,36 Months,5,RENT,24600,Moving,OK,17.07,None,38440.38194,695,2,0,3,None,3389,84.7,7,413,None,Creditworthy
16000,60 Months,4,RENT,48000,Debt Consolidation,MD,10.72,None,35620.42847,660,0,56,7,One,2823,72.4,18,316,None,Uncreditworthy
4200,60 Months,0.5,RENT,36000,Other,AZ,15,None,31786.31597,790,3,0,6,None,13787,20.4,21,469,None,Creditworthy
9000,36 Months,0.5,MORTGAGE,79000,Debt Consolidation,AZ,14.95,None,35950.44444,775,1,0,11,None,9375,21.8,26,276,None,Creditworthy
4000,60 Months,10,MORTGAGE,51000,Medical,OH,10.66,None,32020.44931,790,1,0,7,None,1663,5.1,30,0,None,Creditworthy
15000,36 Months,0,RENT,36144,Debt Consolidation,CA,13.68,None,38629.06597,695,0,0,3,None,6645,94.9,12,1000,None,Uncreditworthy
1400,36 Months,0.5,RENT,4080,Debt Consolidation,CA,13.24,None,39130.42361,705,0,0,8,None,1500,22.1,8,113,None,Uncreditworthy
18000,60 Months,6,RENT,88000,Debt Consolidation,MA,12.64,None,32710.46875,750,0,0,7,None,17600,64.9,31,56,None,Creditworthy
4000,36 Months,0,MORTGAGE,56400,Other,VA,13.98,None,35860.04236,695,3,66,7,None,19310,72.1,15,168,None,Creditworthy
25000,36 Months,10,MORTGAGE,110196,Debt Consolidation,CA,19.47,None,30250.44583,730,0,0,7,None,43742,79.5,38,0,None,Creditworthy
5700,36 Months,3,MORTGAGE,44000,Credit Card,NY,17.89,None,37900.22847,680,0,0,15,None,11031,67.7,17,0,None,Creditworthy
7500,36 Months,8,MORTGAGE,36000,Other,MO,9.43,None,32201.36597,795,1,0,12,None,421,0.6,55,0,None,Creditworthy
1500,36 Months,8,RENT,39996,Debt Consolidation,FL,13.05,None,37151.13889,680,2,42,2,None,0,NA,5,0,None,Uncreditworthy
8000,36 Months,0.5,RENT,90000,Wedding,PA,12.24,None,37151.19861,725,0,0,16,None,259,5.2,21,467,None,Creditworthy
6400,36 Months,0,MORTGAGE,33600,Major Purchase,NJ,20.11,None,33521.30278,785,0,0,5,None,767,5.5,12,0,None,Creditworthy
10000,36 Months,10,RENT,40000,Debt Consolidation,PA,14.49,None,35381.26181,765,0,0,7,None,1828,10.2,15,0,None,Creditworthy
15000,60 Months,9,MORTGAGE,46000,Debt Consolidation,OH,21.47,None,35051.29514,695,1,0,13,One,11906,74,21,1000,One,Uncreditworthy
10750,60 Months,10,MORTGAGE,43700,Debt Consolidation,WV,23.7,None,34001.33333,685,3,0,11,None,16423,72.2,14,196,None,Creditworthy
20000,36 Months,10,MORTGAGE,200000,Other,DE,0.15,None,32140.31042,770,3,37,9,None,256,1.2,43,230,None,Creditworthy
6000,36 Months,4,RENT,50650,Credit Card,NY,18.45,None,38531.40486,690,0,0,12,None,5817,34.6,13,362,None,Creditworthy
17500,36 Months,5,MORTGAGE,74100,Home Improvement,UT,23.04,None,38531.40556,665,1,0,10,None,24531,81.8,21,1000,None,Creditworthy
10800,36 Months,10,MORTGAGE,100800,Major Purchase,FL,15.32,None,36101.39722,715,0,0,6,None,24675,70.1,13,422,None,Creditworthy
1800,36 Months,6,RENT,45336,Medical,CA,11.49,None,38501.45069,715,1,0,2,None,0,NA,7,251,None,Creditworthy
16750,60 Months,3,MORTGAGE,75000,Credit Card,PA,16.19,None,34961.04583,700,0,0,9,One,8488,33.7,21,0,One,Creditworthy
25000,36 Months,6,MORTGAGE,115000,Debt Consolidation,WA,14.37,None,33941.51042,695,0,0,10,None,50000,73,26,535,None,Creditworthy
6000,36 Months,6,RENT,52000,Car,NJ,5.1,None,35231.05347,810,0,0,6,None,50000,3.5,25,0,None,Creditworthy
9000,36 Months,7,MORTGAGE,68500,Debt Consolidation,MA,14.51,None,37731.1875,725,0,0,9,None,12217,55.8,31,861,None,Creditworthy
8000,60 Months,1,RENT,37500,Debt Consolidation,IL,10.78,None,35561.075,690,3,33,10,None,8643,62,29,998,None,Creditworthy
10000,60 Months,0.5,RENT,54000,Other,AZ,23.15,None,34421.09653,705,3,0,7,None,19677,38.3,9,449,None,Uncreditworthy
25000,60 Months,4,RENT,81000,Debt Consolidation,CA,9.87,None,35891.19236,695,1,0,8,None,14866,55.5,12,146,None,Creditworthy
17000,36 Months,10,RENT,115000,Credit Card,CA,23.58,None,30000,715,0,0,11,None,50000,73.2,14,849,None,Creditworthy
6000,36 Months,4,RENT,39000,Debt Consolidation,AZ,12.89,None,37451.20069,715,0,45,10,None,8359,45.1,17,865,None,Creditworthy
20000,36 Months,3,MORTGAGE,60000,Medical,CA,1.7,None,31541.22639,790,0,0,7,None,2360,12.8,20,721,None,Creditworthy
4000,60 Months,10,MORTGAGE,108000,Major Purchase,IL,19.98,None,34811.47153,750,0,0,18,None,24322,19.2,52,538,None,Creditworthy
11250,36 Months,5,MORTGAGE,43500,Debt Consolidation,TX,11.06,None,35381.32778,685,1,47,11,None,3039,37.1,24,0,None,Creditworthy
10000,36 Months,3,RENT,83004,Debt Consolidation,CA,12.87,None,34332.35625,705,0,44,7,None,14725,71.8,24,619,None,Creditworthy
4500,36 Months,0.5,MORTGAGE,55000,Small Business,MD,9.47,None,34481.4375,750,1,82,7,None,0,0,21,349,None,Creditworthy
9600,36 Months,3,RENT,55000,Debt Consolidation,NY,3.88,None,39132.14444,680,1,0,7,None,6412,54.8,9,358,None,Creditworthy
10000,36 Months,2,RENT,40000,Other,VA,22.5,None,36792.53611,785,0,0,11,None,4337,16.6,37,210,None,Creditworthy
15000,60 Months,10,MORTGAGE,74000,Debt Consolidation,MA,16.38,None,30000,730,0,0,6,None,42971,82.2,19,0,None,Creditworthy
15000,60 Months,10,MORTGAGE,70000,Debt Consolidation,OR,16.3,None,34602.35417,660,0,40,8,None,12141,94.3,14,235,None,Uncreditworthy
17000,36 Months,4,MORTGAGE,62000,Debt Consolidation,FL,15.77,None,32352.40069,715,0,0,14,None,38266,48.9,30,1000,None,Creditworthy
8000,36 Months,7,RENT,54000,Other,CA,16.47,None,36612.35278,725,1,59,11,None,3902,30.6,23,0,None,Creditworthy
8000,36 Months,1,RENT,120000,Debt Consolidation,NY,2.02,None,38052.38681,715,0,0,7,None,7731,56,11,1000,None,Creditworthy
6000,36 Months,10,RENT,36000,Other,CA,15.3,None,35412.44375,775,1,0,4,None,5689,32.1,13,77,None,Creditworthy
2950,36 Months,2,MORTGAGE,35000,Debt Consolidation,TX,1.51,None,30000,755,1,34,4,None,2111,12.4,27,148,None,Creditworthy
9250,36 Months,1,RENT,25716,Debt Consolidation,IL,23.24,None,37231.3375,730,0,0,10,None,16711,44,21,344,None,Creditworthy
5000,60 Months,7,RENT,60000,Wedding,CA,10.88,One,34872.5,730,3,16,7,None,10,0.2,20,1000,None,Creditworthy
18000,36 Months,1,RENT,61500,Debt Consolidation,MD,10.61,None,36852.09306,710,0,0,6,None,17649,81.3,13,1000,None,Creditworthy
25000,60 Months,10,MORTGAGE,150000,Debt Consolidation,CA,17.73,None,31572.12361,745,1,0,15,None,21411,44.7,52,638,None,Creditworthy
8400,60 Months,10,MORTGAGE,20000,Major Purchase,MN,4.2,None,38832.16944,665,1,26,6,None,2239,48.7,9,116,None,Uncreditworthy
10000,36 Months,4,RENT,70000,Credit Card,MD,24.02,None,38142.19097,660,0,0,12,None,14062,91.3,17,0,None,Creditworthy
4500,36 Months,2,RENT,45600,Other,NY,4.74,None,35382.18889,690,0,0,9,None,4859,70.4,15,148,None,Creditworthy
24000,60 Months,6,MORTGAGE,88100,Debt Consolidation,RI,23.75,None,34932.25417,705,0,0,16,None,23324,89.4,45,197,None,Creditworthy
16000,60 Months,2,MORTGAGE,56000,Home Improvement,AZ,13.11,None,37099.21111,665,0,80,12,None,12736,62.4,18,725,None,Creditworthy
1600,36 Months,4,RENT,86000,Credit Card,CA,13.4,None,36882.4125,685,1,0,6,None,20164,85,23,287,None,Creditworthy
6000,36 Months,4,MORTGAGE,141600,Other,MD,6.31,None,33433.41667,695,2,0,13,None,22150,56.8,24,470,None,Creditworthy
15000,60 Months,10,MORTGAGE,49920,Debt Consolidation,MI,17.74,None,34783.27639,750,1,0,5,None,6997,63.6,22,0,None,Creditworthy
14500,36 Months,10,MORTGAGE,89000,Debt Consolidation,TX,23.87,None,36523.31806,670,3,0,16,One,15665,89.5,36,1000,One,Uncreditworthy
5000,36 Months,9,MORTGAGE,60000,Educationalal,MI,22.24,None,35383.34236,725,1,30,17,None,1221,14.9,37,1000,None,Creditworthy
15000,60 Months,10,MORTGAGE,75000,Debt Consolidation,CO,13.02,None,36043.40069,680,1,0,7,One,8537,48,39,167,One,Creditworthy
5800,36 Months,2,RENT,18000,Other,MD,1.13,None,39043.36389,705,2,0,2,None,1274,45.5,6,119,None,Creditworthy
4000,36 Months,3,OWN,28000,Debt Consolidation,CA,10.16,None,38623.47569,735,0,0,5,None,920,36.8,8,0,None,Creditworthy
3000,60 Months,3,RENT,15000,Other,FL,14.96,None,38692.20208,660,1,0,3,None,5177,94.1,8,0,None,Creditworthy
24000,36 Months,7,MORTGAGE,72000,Small Business,AZ,7.4,None,35713.49722,785,1,0,7,None,48609,5.4,21,79,None,Creditworthy
18000,60 Months,1,MORTGAGE,73000,Home Improvement,CA,1.33,None,32113.47639,800,1,0,10,None,1467,2.2,25,959,None,Uncreditworthy
15000,60 Months,3,MORTGAGE,67000,Debt Consolidation,CA,8.79,None,34393.48264,730,0,0,11,None,27123,32,31,140,None,Creditworthy
10000,36 Months,3,RENT,40000,Debt Consolidation,MA,3.54,None,35083.53403,780,0,0,5,None,5503,21.1,22,91,None,Creditworthy
7600,36 Months,0,OWN,48000,Major Purchase,CT,0.63,None,38503.09514,735,1,56,5,None,725,6.6,9,208,None,Creditworthy
8500,60 Months,4,MORTGAGE,27000,Home Improvement,FL,0.89,None,38713.06181,755,0,0,12,None,449,2,22,1000,None,Uncreditworthy
7200,60 Months,0.5,RENT,37400,Debt Consolidation,WA,14.05,None,36461.50347,705,0,69,6,None,3087,88.2,15,0,None,Creditworthy
8000,36 Months,1,RENT,46875,Other,NY,17.15,None,38803.24167,710,2,0,13,None,9839,23.9,13,0,None,Creditworthy
8000,36 Months,10,MORTGAGE,109200,Credit Card,CA,7.09,None,34089.46319,720,0,0,4,None,11840,76.4,7,0,None,Creditworthy
6000,36 Months,10,MORTGAGE,65000,Car,OR,9.03,None,32893.27569,755,1,0,6,None,6827,33.3,14,0,None,Creditworthy
3800,36 Months,10,MORTGAGE,65000,Major Purchase,PA,15.45,One,33944.21042,700,0,14,11,None,9266,23,34,52,None,Creditworthy
23000,60 Months,8,MORTGAGE,132000,Debt Consolidation,AZ,13.88,One,34064.45833,695,1,18,11,None,50000,49.5,23,221,None,Creditworthy
13600,36 Months,5,MORTGAGE,90000,Debt Consolidation,FL,8.69,None,36794.48681,670,1,0,7,None,18452,92.7,19,571,None,Creditworthy
4800,36 Months,10,RENT,69000,Renewable Energy,MA,11.01,None,35804.05556,705,0,37,7,None,6374,43.7,12,233,None,Creditworthy
6000,36 Months,4,RENT,81000,Moving,IL,17.44,None,35864.27153,690,0,0,10,None,18494,84.4,18,1000,None,Uncreditworthy
2500,36 Months,4,RENT,42000,Debt Consolidation,WA,8.89,None,38444.27708,705,1,0,2,None,948,94.8,5,1000,None,Creditworthy
12000,36 Months,5,OWN,56004,Debt Consolidation,MD,8.46,None,32445.45694,685,0,35,8,None,7294,31.2,22,0,None,Creditworthy
6925,36 Months,3,RENT,39500,Credit Card,TX,12.06,None,37995.06597,735,2,0,5,None,5573,60.6,7,359,None,Creditworthy
12000,36 Months,0.5,MORTGAGE,60000,Debt Consolidation,FL,13.66,Two,36465.32083,715,0,18,11,None,11895,38,39,184,None,Creditworthy
12000,36 Months,9,MORTGAGE,160000,Major Purchase,FL,10.6,None,30000,745,0,0,10,None,40287,32,29,0,None,Creditworthy
9200,36 Months,3,MORTGAGE,110000,Debt Consolidation,VA,13.05,None,36595.40139,750,0,0,16,None,42396,23.8,23,283,None,Creditworthy
